0	1	1
2	6	1
0	6	1
6	8	2
3	6	1
2	3	1
0	2	2
2	8	1
2	4	1
3	8	1
0	8	3
4	8	1
0	5	2
0	3	2
0	4	3
3	5	1
3	4	1
4	5	2
10	16	2
12	16	2
1	16	2
10	12	1
1	10	1
1	12	1
9	11	1
11	14	1
9	14	1
22	24	1
18	25	1
23	29	1
30	33	1
30	31	1
1	30	1
31	33	1
27	31	1
1	31	1
1	33	2
1	27	2
27	33	1
19	32	1
30	32	1
26	32	1
25	32	1
19	26	1
26	30	1
25	26	1
19	30	1
19	25	1
25	30	1
17	28	1
17	34	1
4	17	1
17	35	1
4	20	1
4	28	1
4	34	1
4	35	1
20	34	1
28	34	1
34	35	1
20	28	1
28	35	1
20	35	1
15	36	1
36	39	2
15	39	2
37	38	1
40	43	1
40	42	1
40	45	1
40	44	1
43	45	1
42	45	1
44	45	1
42	43	1
43	44	1
42	44	1
40	47	1
48	50	1
45	50	1
46	50	1
45	46	1
46	48	1
45	48	1
31	56	2
4	31	1
31	52	1
31	54	1
5	54	1
54	56	1
4	54	1
52	54	1
4	56	1
4	52	1
5	56	1
52	56	1
5	52	1
53	55	1
18	37	1
16	37	1
24	37	1
37	61	1
16	18	1
18	24	1
18	61	1
16	24	1
16	61	1
24	61	1
57	59	2
25	58	2
63	68	2
60	63	3
63	69	2
60	69	1
68	69	1
60	68	1
63	64	3
63	66	2
53	63	6
64	66	1
53	66	1
53	64	2
53	60	1
63	67	1
6	23	1
18	71	1
71	73	1
41	79	1
75	79	1
41	75	1
58	80	1
15	30	1
22	76	1
22	81	1
76	81	1
50	74	1
74	84	1
50	84	1
22	83	1
99	102	1
96	102	1
96	99	1
101	102	1
89	100	1
59	91	1
94	95	1
1	94	1
1	95	1
51	80	1
61	93	1
96	100	1
90	103	1
43	64	1
64	88	1
43	88	2
87	98	1
43	98	1
57	98	2
57	87	1
43	57	2
43	87	1
16	92	1
77	92	1
44	92	1
16	44	1
44	77	2
16	77	1
79	105	3
105	106	1
105	107	1
79	106	1
79	107	3
106	107	1
111	114	2
49	114	2
110	114	1
110	111	2
49	111	2
49	110	1
60	115	1
84	108	1
78	108	1
108	112	1
109	112	1
84	112	1
78	112	1
84	109	1
78	84	1
78	109	4
109	113	1
78	113	2
40	126	1
9	49	1
0	55	1
69	134	2
0	69	3
0	134	1
0	133	2
0	89	1
0	135	1
89	133	1
133	135	1
89	135	1
124	133	1
124	129	1
101	124	1
124	127	1
101	133	1
101	129	1
101	127	1
129	133	1
127	129	1
127	133	1
80	138	1
8	124	1
0	27	1
8	69	3
69	118	1
8	118	1
0	118	1
7	136	1
69	136	1
7	69	2
38	69	1
69	133	1
69	135	1
8	135	1
4	139	1
4	121	1
0	139	1
0	121	1
121	139	1
52	138	1
8	52	1
52	116	1
8	138	1
8	116	2
116	138	1
120	133	1
8	120	1
8	133	1
119	128	1
69	128	1
69	119	1
123	135	1
0	116	2
19	141	1
57	141	1
19	57	1
32	43	1
32	53	1
43	53	1
98	143	2
142	144	2
35	142	2
35	144	1
44	138	1
42	148	2
147	148	3
108	148	1
42	147	2
108	147	1
42	108	2
26	48	1
20	109	1
20	90	1
20	88	1
20	57	1
90	109	1
88	109	1
57	109	1
57	90	2
46	57	2
57	88	2
88	90	1
46	88	1
46	90	1
36	145	1
146	148	1
122	148	1
122	146	1
88	144	1
88	149	1
144	149	1
60	66	1
13	60	1
13	66	1
42	110	1
143	151	2
58	151	1
58	143	1
38	143	1
38	151	1
38	98	2
38	91	1
98	151	1
91	151	1
91	98	1
91	143	1
52	150	1
34	52	2
34	150	1
68	94	1
43	152	1
71	153	1
71	84	1
84	153	1
12	85	1
103	112	1
156	159	1
127	156	1
31	154	2
154	163	2
31	163	1
91	161	1
44	158	2
44	91	1
35	91	1
35	44	1
44	157	1
89	164	1
31	164	1
153	164	1
164	166	1
31	89	2
31	153	1
31	166	1
89	153	1
153	166	1
89	166	1
50	138	1
27	165	1
16	27	1
16	165	1
0	73	1
15	168	1
89	132	1
31	132	1
15	137	1
73	137	1
15	73	1
56	67	1
120	169	1
45	170	1
8	45	2
45	116	1
8	170	1
116	170	1
79	173	1
171	173	1
107	173	1
79	171	1
107	171	1
128	172	1
97	172	1
172	174	1
158	172	2
128	158	1
97	158	1
158	174	1
97	128	1
128	174	1
97	174	2
7	176	1
124	175	1
97	177	2
1	97	2
1	177	1
35	79	1
49	107	1
107	152	1
80	94	1
151	165	1
39	48	1
