9	21	1
9	15	1
8	9	1
15	21	1
8	21	2
8	15	2
13	23	1
11	21	1
11	23	2
11	20	1
6	11	1
21	23	4
20	21	1
6	21	3
20	23	2
6	23	1
6	20	2
3	10	2
10	16	1
3	16	4
3	17	2
0	17	1
0	3	1
2	3	1
2	16	1
16	17	1
1	13	1
1	6	1
1	7	1
6	13	1
7	13	1
6	7	2
25	29	1
27	29	1
24	29	1
29	33	1
25	27	1
24	25	1
25	33	1
24	27	1
27	33	2
24	33	1
33	35	1
33	34	2
28	33	1
34	35	1
28	35	1
28	34	2
26	33	1
33	36	1
30	33	1
26	36	1
26	30	1
30	36	1
43	44	1
2	40	1
38	42	2
39	42	2
3	42	2
41	42	1
38	39	1
3	38	2
38	41	1
3	39	1
39	41	1
3	41	1
57	62	1
66	77	2
69	77	2
66	69	2
47	56	2
40	55	2
21	40	2
21	55	2
21	77	2
45	77	2
21	45	2
78	79	2
73	79	2
39	79	2
31	79	2
69	79	2
73	78	2
39	78	2
31	78	2
69	78	2
39	73	2
31	73	2
69	73	2
31	39	2
39	69	2
31	69	2
31	53	3
31	76	2
53	76	2
51	52	2
51	80	2
52	80	2
18	46	2
46	58	2
18	58	2
31	64	2
77	81	2
47	81	2
47	77	2
46	70	2
46	59	2
59	70	2
71	75	2
22	71	2
40	71	2
22	75	2
40	75	2
22	40	2
46	71	2
23	46	2
3	46	2
46	55	2
23	71	10
3	71	3
55	71	2
3	23	7
23	55	2
3	55	2
50	61	2
50	55	2
50	83	2
41	50	3
55	61	2
61	83	2
41	61	2
55	83	2
41	55	2
41	83	2
14	91	1
90	93	1
90	91	1
90	94	1
70	90	2
86	90	1
3	90	1
72	90	2
6	90	1
89	90	1
85	90	1
91	93	1
93	94	3
70	93	2
86	93	1
3	93	1
72	93	2
6	93	1
89	93	2
85	93	3
91	94	1
70	91	1
86	91	1
3	91	1
72	91	1
6	91	2
89	91	1
85	91	1
70	94	1
86	94	1
3	94	2
72	94	1
6	94	2
89	94	1
85	94	2
70	86	1
3	70	1
70	72	3
6	70	1
70	89	2
70	85	1
3	86	1
72	86	2
6	86	1
86	89	1
85	86	1
3	72	1
3	6	1
3	89	1
3	85	2
6	72	2
72	89	2
72	85	1
6	89	1
6	85	1
85	89	1
92	93	1
70	92	1
72	92	1
89	92	1
88	94	1
8	94	1
94	99	1
10	99	1
98	99	1
20	99	1
97	99	1
6	99	1
99	100	1
7	99	1
10	94	3
94	98	1
20	94	1
94	97	1
94	100	2
7	94	1
10	98	1
10	20	1
10	97	1
6	10	1
10	100	2
7	10	1
20	98	1
97	98	1
6	98	1
98	100	1
7	98	1
20	97	1
20	100	1
7	20	1
6	97	1
97	100	1
7	97	1
6	100	1
7	100	1
93	95	1
94	95	1
10	95	1
5	95	1
10	93	1
5	93	1
5	94	1
5	10	1
43	103	1
105	106	2
63	102	2
63	101	1
89	101	2
101	104	2
63	89	1
63	104	2
89	104	1
3	73	1
3	33	1
33	107	1
3	107	1
102	109	1
102	108	1
102	110	3
108	109	1
109	110	1
108	110	1
95	117	2
95	116	2
95	115	1
95	112	1
0	95	2
116	117	3
115	117	1
112	117	1
0	117	2
115	116	1
112	116	1
0	116	2
112	115	1
0	115	1
0	112	2
95	111	1
111	114	1
111	117	1
111	113	1
111	116	1
77	111	2
102	111	3
0	111	1
95	114	2
95	113	1
77	95	1
95	102	3
114	117	1
113	114	1
114	116	2
77	114	1
102	114	2
0	114	1
113	117	1
77	117	4
102	117	5
113	116	1
77	113	1
102	113	1
0	113	1
77	116	2
102	116	2
77	102	5
0	77	1
0	102	2
3	121	1
70	102	2
102	124	1
70	124	1
34	51	1
51	117	1
51	77	1
51	102	1
51	119	1
34	117	2
34	77	4
34	102	5
34	119	2
117	119	1
77	119	1
102	119	1
34	70	1
31	34	1
34	53	1
34	80	1
70	77	2
31	70	1
53	70	1
70	80	1
31	77	1
53	77	1
77	80	1
31	102	3
31	80	1
53	102	1
53	80	2
80	102	1
44	102	1
102	120	1
44	120	1
23	127	1
42	127	1
38	127	1
23	130	1
125	130	2
3	130	2
129	130	1
126	130	1
23	125	3
23	129	2
23	126	1
3	125	2
125	129	3
125	126	1
3	129	3
3	126	2
126	129	2
71	133	5
6	71	1
6	133	1
34	132	2
111	132	1
71	132	1
131	132	1
77	132	1
102	132	1
34	111	1
34	71	1
34	131	1
71	111	1
111	131	1
71	131	2
71	77	1
71	102	2
77	131	1
102	131	2
16	71	2
23	131	1
16	23	2
16	131	1
10	71	1
71	134	1
